destination|lat|long
Newhaven/Edinburgh|55.9833|-3.18333
Newton Solney|52.8167|-1.58333
North Fambridge|51.6333|0.683333
Oakhanger|51.1|-0.9
Ovenden|53.7333|-1.88333
Parham|52.2|1.36667
Pencaitland|55.9|-2.88333
Perry Barr|52.5|-1.9
Pitstone|51.8167|-0.616667
Pontllanfraith|51.6333|-3.15
Portballintrae|55.2167|-6.53333
Portscatho|50.1833|-4.98333
Preston|53.75|-2.71667
Quenington|51.7167|-1.78333
Rawdon|53.85|-1.68333
Rejerrah|50.35|-5.08333
Ridgmont|52|-0.583333
Rock Ferry|53.3667|-3
Roudham|52.45|0.9
Saint Columb Major|50.4167|-4.93333
Saint Nicholas at Wade|51.35|1.25
Scampton|53.3|-0.566667
Sedgefield|54.65|-1.43333
Sharpthorne|51.0667|-0.0333333
Shetland|60.5333|-1.21667
Shropshire|52.6167|-2.71667
South Uist and Eriskay|57.0667|-7.26667
Spaldwick|52.3333|-0.333333
Stanhope|55.75|-2.01667
Staverton|51.9167|-2.16667
Stoke Canon|50.7667|-3.5
Stow on the Wold|51.9333|-1.73333
Stuartfield|57.5|-2.05
Sutton Weaver|53.3|-2.68333
Tayport|56.45|-2.88333
Theale|51.4167|-1.08333
Throckmorton|52.15|-2.03333
Tingewick|51.9833|-1.05
Tongue|58.4667|-4.41667
Tregaron|52.2167|-3.93333
Turriff|57.5333|-2.45
Upholland|53.5333|-2.71667
Velindre|52.0167|-4.76667
Walls Shetland|60.2167|-1.56667
Weald|51.2167|0.183333
Wembley|51.55|-0.283333
West Kingsdown|51.3333|0.25
Westhoughton|53.55|-2.51667
Whimple|50.7667|-3.35
Whitrigg|54.9|-3.2
Willingham|52.3167|0.666667
Yarm|54.5|-1.35
Akhalts'ikhe|41.6333|42.9667
Natakhtari|41.9167|44.7167
Guadeloupe|4.73333|-53.7833
Bolgatanga|10.7833|-0.85
Seqi Olivine Mine|64.9667|-51.5667
Boffa|10.1833|-14.0333
Mamou|10.3667|-12.0833
Petit-Bourg|16.1833|-61.5833
Achladi�s|39.1333|23.45
Agios Nikolaos Fokidas|38.3333|22.15
Altsi|35.1667|25.8833
Antikyra|38.3833|22.6333
Ath�nai|37.9833|23.7333
Dhrimos|40.7833|22.95
Er�tria|38.4|23.8
Gialtra|22.9167|38.85
Kass�ndra|40.05|23.4167
Khriso�polis|40.9833|24.6833
Leros|37.1833|26.8
Manto�dion|38.8|23.4833
Molyvos|39.3667|26.15
N�a M�lgara|40.6167|22.6833
Oreokastro|40.7167|22.9
Pella|40.7667|22.5167
Platygiali Etoloakarnanias|38.4667|21.1
Sikinos|36.7|25.1167
Thymaina Island|37.5833|26.45
Zevgolat�on|37.9333|22.8
El Jicaro|14.7667|-90.4
L�vingston|15.8333|-88.75
San Lucas Sacatep�quez|14.6|-90.65
Santo Tomas|14.8333|-89.7167
Mongmong-Toto-Maite|13.4667|144.767
Fanling|22.5|114.133
Sham Shui Po|22.3333|114.15
Heard Island|-53.0833|73.7167
Danl�|14.0333|-86.5667
Lepaera|14.7833|-88.5833
Sabanagrande|13.8|-87.25
Bibinje|44.0667|15.2833
Daruvar|45.5833|17.2167
Glina|45.3333|16.0833
Ivanic-Grad|45.7|16.3833
Klimno|45.15|14.6333
Lucko|45.75|15.8667
Nedelise|46.3667|16.3833
Pijavicino|42.9333|17.3333
Rijeka|45.3333|14.4
Slum|45.4333|14
Terezino Polje|45.95|17.4833
VESNA|44.6833|13.3167
Zvecaj|45.4|15.4167
Aba�jsz�nt�|48.2833|21.2
Badacsony�rs|46.8|17.5333
Bekesszentandras|46.8667|20.4833
Borsodszir�k|48.2667|20.7667
Csom�d|47.6667|19.2333
Duna�jv�ros|46.9667|18.9333
Felsotarkany|47.9667|20.4167
Heves|47.6|20.2833
K�l|47.7167|20.25
Kisber|47.5|18.0333
K�vesk�l|46.8833|17.6
Mez�t�r|47|20.6333
Nagykov�csi|47.5833|18.8833
Ny�rb�tor|47.8333|22.1333
Palotabozsok|46.1333|18.65
Pusztaberki|47.9667|19.1667
S�ly|47.95|20.6667
Szederkeny|45.9833|18.45
Tabdi|46.6833|19.3
Tiszabezded|48.3667|22.15
Turkeve|47.1|20.75
V�rtestolna|47.6333|18.45
Ancol|-6.11667|106.85
Belitung|-2.83333|107.917
Buduran|-7.41667|112.717
Cikupa|-6.21667|106.517
Desa Greges|-7.35|110.167
Gunung Kidul|-6.06667|106.333
Jonggol|-6.46667|107.033
Kediri|-7.8|112
Kolaka|-4.05|121.567
Nagrak|-7.06667|107.533
Pagerungan|-6.91667|115.917
Pasir Pangarayan|0.816667|100.367
Riau|0.783333|104.55
Sekupang|1.13333|103.933
Tanjungbatu|2.28333|118.083
Tual|-5.63333|132.733
Bailieborough|53.9|-6.96667
Ballyhahil|52.55|-99.1833
Blackrock|53.3|-6.18333
Craughwell|53.2|-8.21667
Dublin-Dublin Ferryport Terminals|53.3167|-6.23333
Ferrybank|52.25|-7.1
Greystones|53.1333|-6.05
kilkishen|52.8|-8.75
Mayo|53.75|-9.11667
Newbliss|54.15|-7.13333
Rathdrum|52.9167|-6.23333
Sandyford|53.2667|-6.21667
Termonfeckin|53.75|-6.26667
Ashdod Conterm|31.8167|34.65
Beer-Tuvia|31.7667|34.7167
Bnei Darom|31.8167|31.6833
Gat Rimmon|32.0667|34.8667
Herzliyya|32.1667|34.8333
Kfar Saba|32.1667|34.9
Magshimim|32.0333|34.9
Moshav Ahisamach|31.9333|34.9
Or Yehuda|32.0333|34.85
Red Sea Security|29.55|34.95
Swissport Cargo ICD/Lod|31.95|34.8833
Adyar|13|80.25
Amrlitcl-SEZ/Nanguneri|8.48333|77.6667
Banswara|23.55|74.45
Beltola|26.1167|91.8
Bhopal|23.2667|77.4
Bundala|31.5333|74.9667
Chidambaram|11.4|79.7
CTSI SEZ/Siruseri|13.0833|80.2833
Deipl Sez/Kurubarapalli|12.5333|78.2
Dighi (Pune)|18.25|72.9667
Erode|11.35|77.7333
Ganjam|19.3833|85.0667
Greater Nodia|28.8167|77.8833
Hazira Port/Surat|21.0833|72.6167
IGGSL SEZ/Thane|19.2|72.9667
Jind|29.3167|76.3167
Kanakapura|12.55|77.4167
Modinagar Icd/Ghaziabad|28.65|77.4167
Nabarangapur|19.2167|82.5333
NCTL SEZ/Kancheepuram|12.8333|79.7167
OPGS SEZ/Gandhidham|23.0833|70.1333
Pipavav (Victor) Port|20.9667|71.55
Quest-SEZ/Belgaum|15.8667|74.5
Rampur|26.8|79.0167
Rupnagar|30.95|76.5167
Satyavedu|13.4333|79.9833
Siddapur|12.3|75.8667
Sitapur|27.5667|80.6833
SVPL SEZ/Coimbatore|11|76.9667
Thoppumpady|9.93333|76.25
Tuticorin|8.78333|78.1333
Wipro Sez/Kodathi|13.4667|78.1833
Babil|32.5333|44.4167
Mosul (Ak Mawsil)|36.1667|42.5833
Amir Abad Pt|36.0833|52.3667
Chabahar|25.2833|60.6333
Payam Apt|35.7833|50.8167
Abbiategrasso|45.4|8.9
Agerola|40.6333|14.5333
Albano Laziale|41.7333|12.65
Altedo|44.6667|11.4833
Andriano|46.5167|11.2167
Arcella|40.95|14.8167
Arona|45.7667|8.56667
Avola|36.9|15.1333
Bagno a Ripoli|43.75|11.3167
Barni|45.9|9.26667
Bedonia|44.5|9.63333
Berbenno di Valtellina|46.1667|9.73333
Beverate|45.7333|9.41667
Bisceglie|41.2333|16.5
Bolzano Novarese|45.7667|8.45
Bosa|40.3|8.5
Bronte|37.7833|14.8333
Buonabitacolo|40.2667|15.6167
Ca' di David|45.45|10.9167
Calasetta|39.05|8.36667
Calosso|44.7333|8.23333
Camogli|44.35|9.15
Campofilone|43.0667|13.8
Cannara|43|12.5833
Capiago|45.7667|9.11667
Caramagna Piemonte|44.7667|7.73333
Carinaro|40.9833|14.2167
Carpino|41.8333|15.85
Casarola|44.4167|10.1
Casola Valsenio|44.2167|11.6167
Castagnole Monferrato|44.9667|8.3
Castel Sant'Elia|42.25|12.3667
Castellamonte|45.3667|7.71667
Castello-Molina di Fiemme|46.2833|11.4333
Castelsantangelo sul Nera|42.8833|13.15
Castilenti|42.5333|13.9167
Cavanella Po|45.0333|12.15
Cellatica|45.5833|10.1667
Cereglio Vergato|44.3|11.6667
Cervasca|44.3833|7.46667
Chiusi della Verna|43.7|11.9333
Cirimido|45.7|9
Colle di Val d'Elsa|43.4167|11.1167
Comano Terme|46.0167|10.8667
Conversano|40.9667|17.1167
Cornaredo|45.5|9.01667
Coseano|46.0833|13.0167
Cremosano|45.3833|9.63333
Delianuova|38.2333|15.9167
Dolianova|39.3833|9.18333
Due Carrare|45.25|11.8333
Faver|46.1667|11.2333
Fiumicino|41.7667|12.2333
Fontanellato|44.8833|10.1667
Fornaci di Briosco|45.7333|9.23333
Gaeta|41.2|13.5833
Galtelli|40.3833|9.6
Gavasseto|44.65|10.6667
Gerno di Lesmo|45.65|9.31667
Girifalco|38.8167|16.4167
Gorlago|45.6667|9.81667
Grumello del Monte|45.6333|9.86667
Iano|44.5833|10.6667
Ladispoli|41.9333|12.0833
Larino|41.8|14.9
Leffe|45.8|9.86667
Levada|45.7333|12.4667
Lipari|38.45|14.95
Lonate Ceppino|45.7|8.86667
Lucernate|45.5|9.01667
Maccastorna|45.1667|9.68333
Magr� sulla Strada del Vino|46.2833|11.2167
Mangone|39.2|16.3167
Marliano|43.8167|10.8833
Mascali|37.75|15.2
Mattarello|46|11.1167
Melito di Porto Salvo|37.9167|15.7833
Mezzanino|45.1167|9.2
Mirabello di Cant�|45.7167|9.15
Molinetto|45.5|10.35
Mongrassano|39.5167|16.1167
Montano Lucino|45.7833|9.05
Montecastrilli|42.65|12.4833
Monteroni di Lecce|40.3167|18.1
Montodine|45.2833|9.7
Mornico al Serio|45.6|9.81667
Muggi�|45.5833|9.21667
Ne|44.35|9.4
Nocera Terinese|39.0333|16.15
Novi di Modena|44.9|10.9
Oleis|46.0167|13.4
Orciano di Pesaro|43.6833|12.9667
Orzivecchi|45.4167|9.95
Ottana|40.2333|9.03333
Paglieta|42.1667|14.5
Palombara Sabina|42.0667|12.7667
Pegolotte|45.1833|12.0333
Pescarolo ed Uniti|45.1833|10.1833
Piancaldoli|44.2167|11.4333
Piedimulera|46.0167|8.26667
Pievebelvicino|45.7|11.3333
Pognano|45.5833|9.63333
Ponte San Nicol�|45.3667|11.6167
Ponzano Veneto|45.7|12.2
Porto Marghera|45.45|12.25
Povegliano Veronese|45.3333|10.8667
Prato|43.8833|11.1
Primaluna|45.9833|9.43333
Quero|45.9167|11.9333
Rev�|46.3833|11.05
Ripalta Cremasca|45.3333|9.68333
Roccapietra|45.8|8.28333
Romans d'Isonzo|45.8833|13.4333
Rosarno|38.4833|15.9667
Sala Baganza|44.7167|10.2333
Samarate|45.6333|8.78333
San Cipriano Po|45.1167|9.26667
San Floriano del Collio|45.9833|13.5833
San Gregorio Magno|40.65|15.4
San Pietro Viminario|45.2333|11.8167
San Sisto|43.0833|12.3333
Sannicandro di Bari|41|16.8
Santa Maria Di Mugnano|44.6|10.9333
Sant'Agostino|44.8|11.3833
Sant'Egidio Del Monte Albino|40.7333|14.6
Sarcedo|45.7|11.5167
Savignano sul Rubicone|44.1|12.4167
Scoppito|42.3667|13.25
Senigallia|43.7167|13.2167
Serre|40.5667|15.1833
Sgurgola|41.6667|13.15
Sommatino|37.3333|13.9833
Soveria Simeri|38.95|16.6833
Squillace|38.7833|16.5167
Subbiano|43.5667|11.8667
Tamai|45.7333|12.5667
Teor|45.85|13.05
Thiesi|40.5167|8.71667
Tornata|46|10.4167
Travac� Siccomario|45.15|9.16667
Tronzano Vercellese|45.35|8.16667
Uzzano|43.9|10.7
Valfabbrica|43.15|12.6
Vandoies|46.8167|11.7167
Vermezzo|45.4|8.98333
Vezzano Ligure|44.15|9.86667
Vigasio|45.3167|10.9333
Villa di Briano|41|14.15
Villaga|45.4|11.5333
Villaretto|45.0167|7.11667
Visna|45.8333|12.4
Zafferia|38.15|15.5
Zovencedo|45.4167|11.5
Rose Hall|17.9333|-77.65
Jerash|32.2667|35.8833
Akitafunagawa|39.8833|139.95
Ishioka|36.1833|140.267
Kagamino|35.1|133.933
Kasai|34.9333|134.833
Machida|35.5333|139.467
Miyakonojo|31.7333|131.067
Moriya|35.9333|140
Namerikawa|36.7667|137.333
Nihonmatsu|37.5833|140.417
Sapporo|43.0667|141.35
Setagaya-ku/Tokyo|35.65|139.65
Shimada|34.8333|138.183
Shiogama|38.3167|141.033
Shisui Chiba|35.7167|140.267
Tachikawa|35.6833|139.417
Tokokawa|34.8167|137.4
Yahiko|37.7|138.833
Yawata/Kitakyushu|33.85|130.8
Zama|35.4833|139.383
Kr�k�r|12.5333|104.2
Bucheon|37.5|126.75
Daejeon|36.3167|127.417
Gogok|37.7|126.85
Hapcheon-gun|35.55|128.95
Jeongseon-gun|37.3667|128.65
Munsan/Paju|37.85|126.783
Seocheon-gun|36.8|126.683
Uiseong-gun|36.9167|129.267
Yochon|36.65|128.45
Ra's al Ard|29.35|48.0833
Chimkent|42.3|69.6
Qazyqurt|41.75|69.3833
Attopeu|14.8167|106.817
Savannakh�t|16.55|104.75
Batro�n|34.25|35.65
Jeita|33.95|35.6333
Hewanorra Intl  Apt|13.7167|-60.95
Colombo|6.91667|79.85
Ingiriya|6.75|80.1667
Kuliyapitiya|7.46667|80.05
Orugodawatte|6.93333|79.8667
Welisara|7.03333|79.9
Kelme|55.6167|22.9333
Neringa|55.3667|21.05
Silale|55.4667|22.2
Ziezmariai|54.8|24.45
Clemency|49.6|5.86667
Garnich (Garnech)|49.6167|5.95
Koerich|49.6667|5.95
Oetrange|49.5833|6.25
Senningerberg|49.6333|6.21667
Aglona|56.1333|27.0167
Dagda|56.1|27.5333
Kekava|56.8167|24.2333
Nica|56.35|21.0667
Rundale|56.4167|23.9833
Vainode|56.4333|21.8667
Az Zawiyah|32.75|12.7167
Khenifra|32.9333|-5.66667
Saidia|35.0833|-2.23333
Tinerhir|31.5|-5.51667
Edinet|48.1667|27.3
Bijelo Polje|43.0333|19.7333
Ambovombe|-25.1667|46.0833
Tanjombato|-18.95|47.5333
Majuro|7.1|171.383
Strumica|41.4333|22.6333
Bellefontaine|14.6667|-61.15
Bassiknou|15.85|-5.93333
Birkirkara|35.9|14.4667
L-Iklin|35.9|14.45
San Giljan (St Julian)|35.9167|14.4833
Belle Mare|-20.1833|57.7667
Plaine Magnien|-20.4167|57.65
Gan|-0.7|73.15
Luchenza|-16.0167|35.3
Agua Prieta|31.3|-109.567
Apaxco de Ocampo|19.9833|-99.1667
Ayotlan|20.5333|-102.35
Canadas de Obreg�n|21.1|-102.55
Chich�n-Itz�|20.6667|-88.5667
Ciudad Mante|22.7333|-98.95
Corregidora|20.5167|-100.433
Dolores Hidalgo|21.15|-100.917
Escarcega|18.6167|-90.7167
Guam�chil|25.4667|-108.1
Huichapan|20.3833|-99.65
Iz�car de Matamoros|18.6|-98.4667
Juchipila|21.4|-103.117
Lopez Mateos|19.6833|-104.967
Mexquitic de Carmona|22.2667|-101.117
Nava|28.4167|-100.767
Ostuac�n|17.4167|-93.3
Platon Sanchez|21.2667|-98.3833
Puerto Vallarta|20.6|-105.217
Sahuayo|20.0667|-102.717
San Francisco del Rincon|21.0167|-101.85
San Luis R�o Colorado|32.4667|-114.783
Santa Cruz Amilpas|17.0667|-96.6833
Soconusco|15.3167|-92.7333
Tecamachalco|18.8833|-97.7333
Tepeyahualco|18.8|-97.8833
Tlalnepantla de Baz|19.5333|-99.1833
Tultitl�n|19.6333|-99.1667
Villa del Pueblito|20.5333|-100.45
Zamora|19.9833|-102.267
Bandar Sri Damansara|3.18333|101.6
Bukit Kayu Hitam|6.5|100.417
Jelapang|4.63333|101.05
Kluang|2.03333|103.317
Rawang|3.31667|101.583
Sik|5.81667|100.733
Teluk Intan|4.03333|101.017
Chokw�|-24.5333|32.9833
Nacaroa|-14.3667|39.9167
Doniambo/Noum�a|-22.25|166.45
Agege|6.61667|3.31667
Damasak|13.1|12.5
Ima|4.21667|7.38333
Nyanya|6.68333|8.96667
Mina el Limon|12.75|-86.7333
San Rafael del Sur|11.85|-86.45
Achthuizen|51.6833|4.26667
Belfeld|51.3167|6.11667
Berkhout|52.6333|5
Bodegraven-Reeuwijk|52.0833|4.75
Braamt|51.9167|6.26667
Burgh Haamstede|51.7|3.73333
De Bult|52.8167|6.13333
Dieverbrug|52.85|6.33333
Driebruggen|52.05|4.8
Empel|51.7333|5.33333
Ferwerderadeel|53.3333|5.83333
Goudriaan|51.9|4.9
Haarlemmermeer|52|4
Haskerhorne|52.95|5.81667
Heeten|52.3167|6.26667
Hengstdijk|51.35|4
Holsloot|52.7167|6.8
Klimmen|50.8833|5.88333
Kreil|52.8|4.86667
Langeweg|51.65|4.66667
Leudal|51.85|5.9
Maashees|51.5667|6.03333
Megchelen|51.8333|6.4
Nieuwerkerk aan den IJssel|51.9667|4.61667
Oosteind|51.6333|4.9
Opsterland|53.0667|6.08333
Piershil|51.8|4.31667
Roodeschool|53.4167|6.76667
Scharendijke|51.7333|3.85
Schouwerzijl|53.3333|6.45
Sint Odili�nberg|51.15|6
Tollebeek|52.6833|5.68333
Usquert|53.4333|6.55
Vollenhove|52.6833|5.95
Wenum-Wiesel|52.25|5.95
Wier|53.25|5.61667
Avaldsnes|59.35|5.26667
Bjerkreim|58.6|6.11667
Brandsfjord|64.1833|10.35
Dalsoyra|60.9333|5.13333
Eidsnes|60.6|5.41667
F�vang|61.45|10.1833
Flat�y|60.5333|5.25
God�ya|62.4667|6.01667
Hagavik|60.1833|5.43333
Heidal|61.75|9.33333
H�gset|67.1333|15.0167
Hyen|61.7333|5.91667
Kollsnes|60.5667|4.81667
Lenangs�yra|69.8167|19.9833
Luster|61.4333|7.45
Ny Hellesund|58.0667|7.83333
Raudeberg|61.9667|5.13333
R�rvik|64.85|11.2333
Sarpsborg|59.2667|11.1
Snefjord|70.8|24.5667
Stadlandet|62.1333|5.31667
Storforshei|66.4|14.5167
Svelvik|59.6|10.4
Torangsv�g|60.1167|5.16667
Ulstein|62.3667|5.81667
Vannavalen|70.1167|19.9667
Vevang|63|7.28333
Ahuriri|-39.4833|176.9
Cheviot|-42.8167|173.267
Glenfield|-36.7667|174.717
Mahia|-39.0833|177.917
Otematata|-44.6167|170.267
Surfdale|-36.7833|175
Trentham|-41.1333|175.033
Waverley|-39.7667|174.633
Ghurah|23.5167|57.1833
Agua Fria|7.41667|-80.8167
Bella Vista|8.56667|-80.1833
Ca�ita|9.2|-78.8667
Chupampa|8.08333|-80.7833
El Cacao|8.76667|-80.0167
El Lim�n|8.6|-80.3667
La Arena|8.78333|-79.85
La Soledad|7.86667|-81.2667
Las Yayas Adentro|8.93333|-79.8667
Palenque|9.2|-79.6833
Pinogana|8.13333|-77.6833
Quebrada de Piedra|8.1|-81.6833
Santo Domingo|7.75|-80.25
Vallerriquito|7.61667|-80.3167
Az�ngaro|-14.9|-70.1833
Chincha Baja|-13.4667|-76.1667
Marcona|-15.3667|-75.1667
Puerto Callao|-8.35|-74.5667
Bora Bora|-16.45|-151.75
Raivavae|-23.8833|-147.667
Caution Bay|-9.33333|146.933
Alitagtag|13.85|121
Balagtas|14.8167|120.867
Bayombong|16.4667|121.15
Cagdianao|9.91667|125.667
Daraga|13.15|123.683
General Trias|14.3833|120.867
Larena|9.25|123.583
Lugait|8.33333|124.25
Pasay City|14.55|121
Jam Shoro|25.4333|68.3333
Kiamari|24.8167|66.9667
Sialkot|32.5|74.5167
Andrych�w|49.85|19.3333
Biala Rawska|51.8|20.4833
Blachownia|50.7833|18.9667
Bor�w|50.8667|16.9833
Buczkowice|49.7167|19.6667
Chodel|51.1167|22.1333
Cieszkow|51.6333|17.35
Czerwonak|52.45|16.9833
Dubiecko|49.8167|22.3833
Garbatka-Letnisko|51.5|21.6333
Gniew|53.8333|18.8333
Gornica|53.35|16.2833
Gryfino|53.2333|14.4833
Jablonna|52.2167|16.2167
Jodlownik|50.6333|16.6
Kani�w|49.9333|19.05
Kielczyglow|51.2333|18.9833
Kobylanka|53.4|14.8167
Konskowola|51.4167|22.05
Kotlin|51.9167|17.65
Krosnice|51.4833|17.35
Kukinia|54.1667|15.7667
Laszki|50.0167|22.9
Limanowa|49.7|20.4333
Lowiczek|52.75|18.7833
Ludzisko|52.7333|18.1667
Malogoszcz|50.8167|20.2833
Miedzyzdroje|53.9333|14.45
Modlniczka|50.1167|19.8667
Nieszawa|52.8333|18.9
Nowy Dw�r Gdanski|54.2167|19.1167
Olpiny|49.8167|21.2
Osin�w Dolny|52.85|14.15
Papowo Torunskie|53.0833|18.65
Pobiedziska|52.4667|17.3
Potulice|53.1167|17.7
Przyszowice|50.25|18.75
Rog�w Opolski|50.5167|17.9333
Rydultowy|50.0667|18.4333
Sep�lno Krajenskie|53.45|17.5167
Skarszewy|54.0667|18.45
Sluchowo|54.7667|17.9667
Spytkowice|49.95|20.35
Stasz�w|50.55|21.1833
Suchedni�w|51.0667|21.3667
Swieta Katarzyna|50.9167|20.8833
Szumowo|53.45|23.1667
Toszek|50.45|18.5167
Turobin|50.8333|22.7333
Wadowice|49.8667|19.4833
Wicimice|53.8833|15.3833
Wislica|50.35|20.6833
Wolin|53.85|14.6167
Zabki|52.2667|21.1
Zbaszyn|52.25|15.9333
Zlotk�w|52.4|18.1167
Bethlehem|31.7167|35.2
Albarraque|38.7667|-9.35
Aljustrel|37.8667|-8.16667
Amorim|41.4|-8.75
Atouguia da Baleia|39.3333|-9.33333
Cacia|40.6833|-8.6
Carapelhos|40.4333|-8.68333
Castelo de Vide|39.4167|-7.45
Corotelo|37.1333|-7.93333
Escap�es|40.9167|-8.51667
Ferreira-a-Nova|40.2333|-8.73333
Galafura|41.1833|-7.68333
Juromenha|38.7333|-7.23333
Loures|38.8333|-9.16667
Marco de Canavezes|41.1833|-8.15
Moncarapacho|37.0833|-7.78333
Nariz|40.5333|-8.6
Ourique|37.65|-8.21667
Pelariga|39.9667|-8.61667
Ponte do Lima|41.7667|-8.58333
Quinta Da Sardinha|39.6833|-8.66667
Roli�a|39.3167|-9.18333
Santa Iria de Azoia|38.85|-9.08333
Sao Joao das Lampas|38.8667|-9.4
Seroa|41.2667|-8.43333
Taveiro|40.2|-8.5
Unhais da Serra|40.2667|-7.61667
Vila Boa do Bispo|41.1167|-8.2
Vila Real|41.3|-7.75
Itapua Poty|-26.6167|-55.5167
San Pedro de Ycuamandiyu|-24.1|-57.0833
BGN/PCGN1956 - HAMAD|25|51.6167
Sainte-Suzanne|-20.9|55.6
Bacia|45.8|23.0167
Bezdead|45.15|25.5167
Brazii de Sus|44.8667|26.0167
Caracal|44.1167|24.35
Cocorastii-Capli|45.0667|25.75
Gheorgheni|46.7167|25.6167
Hida|47.05|23.3
Matca|45.85|27.5333
Murfatlar|44.1833|28.4167
Orsova|44.7|22.4
Pietroasa|46.5833|22.55
Rediu|46.9|27.5833
S�ntana|46.35|21.5
S�ncraiu de Mures|46.55|24.5
Subcetate|46.85|25.4333
Voiteg|45.4667|21.2333
Bogojevo|45.5167|19.1167
Gornji Milanovac|44.0333|20.45
Leskovac|42.9833|21.95
Obrenovac|44.65|20.2
Simanovci|44.8667|20.0833
Voganj|45|19.75
Bronka Port|59.9167|29.6667
Chusovoy|58.2833|57.8167
Engels|51.5|46.1167
Gus Khrustalny|55.6|40.65
Kalyazin|57.2333|37.8333
Koltogorskiye|60.6667|77.4667
Krasnoturansk|54.3167|91.55
Morozovsk|48.35|41.8167
Neman|55.0333|22.0167
Novotroitsk|51.2|58.3167
Ossora|59.2333|163.067
Petushki|55.9|39.4667
Protvino|54.85|37.2167
Salavat|53.4|55.8833
Solikamsk|59.6333|56.7667
Taman'|45.2167|36.7167
Tuchkovo|55.6|36.4667
Uzlovaya|53.9833|38.1333
Zheleznovodsk|44.1333|43.0167
Ad Dawadami|24.5|44.3833
Hazm Al Jalamid|31.2667|40.1
Arona|-9.21667|161.217
Aelvsered|57.2333|12.85
�motfors|59.7667|12.3667
Bohus|57.85|12
Broaryd|57.1167|13.25
Dingle|58.5333|11.5667
Finja|56.1667|13.6833
Guldsmedshyttan|59.7|15.1
Hammerdal|63.6|15.35
Hestra|57.45|13.5833
Karlsborg Axelvik|65.8|23.2833
Knared|56.5333|13.3167
Liatorp|56.65|14.2667
Marstrand|57.8833|13.5833
M�rtfors|57.5167|16.45
Norrsundet|60.95|17.1333
�nnestad|56.05|14.0167
R�fors|58.95|14.6167
Simpevarp|57.4167|16.6667
Skogen|63.1333|16.35
Stora Skedvi|60.4|15.8
Svappavaara|67.65|21.0667
Tollsjo|57.8|12.6333
Tumba|59.2|17.8167
V�lberg|59.4|13.1667
Bohinjska Bistrica|46.2667|13.95
Crni Vrh|45.9167|14.0333
Dutovlje|45.75|13.8167
Hajdina|46.4167|15.85
Kobilje|46.6833|16.3833
Lesicno|46.1|15.5
Marjeta na Dravskem Polju|46.45|15.7333
Obrov|45.5333|14.0833
Polzela|46.2833|15.0667
Ribnica na Pohorju|46.5333|15.2667
Skocjan|45.9|15.2833
Sromlje|45.9833|15.6
Trnovo|45.9667|13.7333
Vrhnika|45.9667|14.2833
Sveagruva|77.85|16.65
Brezova pod Bradlom|48.6667|17.5333
Dezerice|48.7667|18.2167
Gelnica|48.85|20.9333
Hul|48.1|18.2667
Kysuck� Nov� Mesto|49.3|18.7833
Mocenok|48.2333|17.9333
Nov� Ves|49.0333|18.25
Raztocno|48.7667|18.7667
Senica|48.75|19.2
Spissk� Stiavnik|49|20.3667
Tom�sov|48.1333|17.3333
Tvrdosovce|48.1|18.0667
Visnov�|49.1667|18.7833
Zemianske Kostolany|48.6833|18.5333
Domagnano|43.95|12.4667
Aweil|8.76667|27.3833
Aguilares|13.95|-89.1833
Santa Tecla|13.5667|-89.3333
Tartus Oil Terminal|34.9667|35.8833
Amdjarass|16.05|22.8333
Moussoro|13.65|16.4833
Bang Phli|13.6|100.717
Hat Yai International Apt|6.93333|100.4
Mae Klong|13.3667|99.9833
Pak Kret|13.9167|100.5
Prachuap Port|11.2|99.5833
Sukhothai Apt|17.2333|99.8167
B�herden|38.4333|57.4167
Tejen|37.3667|60.4833
Chebba|35.2333|11.1
Ksar Hellal|35.65|10.9
Altinsehir|41.05|28.75
Baba Point|39.4667|26.0667
Beylerbeyi|41.05|29.05
B�y�k�ukur|41.0667|35.9667
Gebze|40.7833|29.4167
Kemerkoy|41.1167|40.7667
K���kk�y|41.05|28.9
�demis|38.2167|27.9833
Pursaklar|40.0167|32.8833
Sasalli|38.4833|26.95
Yenikoy|40.7|29.9
Claxton Bay|10.35|-61.4667
Rio Claro|10.3|-61.1833
Alchevs'k|48.4667|38.7833
Bucha|50.5667|30.2333
Gaysin|49.2333|29.0667
Khmelnytskyi|49.4167|27
Lisichansk|48.9167|38.4
Nova Vodolaha|49.7167|35.8667
Prykolotne|50.1667|37.35
Susly|50.55|27.6167
Vylkove|45.4|29.5833
Aberdeen|45.45|-98.4833
Acushnet|41.6667|-70.9
Alachua|29.7833|-82.4833
Alden|42.9|-78.5
Allenhurst|40.2333|-74
Altamont|42.7|-74.0333
Alvarado|48.1833|-96.9833
Andover|37.7|-97.1333
Anmoore|39.25|-80.2833
Arnegard|47.8|-103.433
Asbury|42.5|-90.75
Ashwaubenon|44.4667|-88.0833
Aura|39.6667|-75.1333
Avalon|33.3333|-118.317
Bakersville|40.35|-81.6333
Barnstead|43.3333|-71.2833
Barton|44.75|-72.1833
Batesville|35.7667|-91.6333
Bay City|44.6|-92.45
Bayview|41.2|-73.0167
Beatrice|31.7333|-87.2
Beekman|32.9167|-91.8833
Belmont|37.5167|-97.9833
Berlin|38.6833|-84.15
Big Bend|30|-103
Bigfork|47.7333|-93.65
